pais_ingles,grupo,id_pergunta,pergunta,resposta,porcentagem
Slovenia,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Don`t know,10
Slovakia,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Yes,29
Slovakia,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,No,64
Slovakia,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Don`t know,7
United Kingdom,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Yes,64
United Kingdom,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,No,34
United Kingdom,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Don`t know,1
Average,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Yes,38
Average,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,No,53
Average,Transgender,tr1,Have you ever sought psychological or medical help for being a transgender person?,Don`t know,9
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,1
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,4
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,61
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,12
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,18
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,6
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,11
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),3
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,12
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,9
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,3
Austria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,14
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,1
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,3
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,48
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,8
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,13
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,12
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,7
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),2
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,10
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,5
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,7
Belgium,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,38
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,10
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,18
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,58
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,12
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,13
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,24
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,16
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),2
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,24
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,10
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,4
Bulgaria,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,22
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,25
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,15
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,40
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,10
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,30
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,15
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,25
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),5
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,20
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,15
Cyprus,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,30
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,2
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,4
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,70
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,5
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,15
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,14
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,11
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),4
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,17
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,5
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,3
Czech Republic,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,13
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,1
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,3
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,58
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,10
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,22
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,16
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,18
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),10
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,16
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,14
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,6
Germany,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,18
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,2
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,63
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,7
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,19
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,12
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,19
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),4
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,19
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,8
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,6
Denmark,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,17
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,:
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,:
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,:
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,:
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,:
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,:
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),:
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,:
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,:
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,:
Estonia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,:
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,13
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,18
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,35
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,13
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,12
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,15
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,17
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),4
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,16
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,8
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,5
Greece,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,40
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,1
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,4
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,63
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,7
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,13
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,10
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,9
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),8
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,13
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,8
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,6
Spain,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,23
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,0
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,65
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,10
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,29
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,14
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,17
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),12
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,22
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,13
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,9
Finland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,14
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,3
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,2
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,54
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,7
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,16
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,12
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,17
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),2
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,14
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,5
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,7
France,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,22
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,8
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,4
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,63
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,12
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,19
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,15
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,14
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),3
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,13
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,7
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,5
Croatia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,20
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,2
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,9
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,49
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,11
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,22
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,17
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,15
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),9
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,19
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,12
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,6
Hungary,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,25
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,10
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,19
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,49
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,32
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,22
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,18
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,23
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),11
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,22
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,14
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,7
Ireland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,14
Italy,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,2
Italy,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,2
Italy,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,37
Italy,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,6
Italy,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,12
Italy,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,6
Italy,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,8
Italy,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),2
Italy,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,6
Italy,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,4
